Status DB;comment;Channel;Account;Gruppe;Region;Verbund/Gruppe;Verbund 2/Gruppe 2;Strecken GH#;Payer#;Customer#;Name;Name Zusatz;street;ZIP-code;City;"new
Respons.";BuLand Abladestelle;Scoring;Plant;TSP;RegFT;Vorverladung;CallPlan;Anrufzeit;24/48er;EDI/TEL/FAX;EDI via BATconnect;delivery Prio;Call freq.;Mo;Di;Mi;Do;Fr;Sandwichpaletten;Abschlichten Originalpaletten;Kommivorgabe;"Sortenrein
ab 4ten cs";Shipping Instructions;"ZF Buchung
(Transporeon o andere)";"Info ordercuts
yes/no/summarized";"Info new GTIN
y/n/confirmation needed";nan;"only full MC
(exceptional tail brands)
yes/no";Hebebühne erforderlich;EuPal Pflicht?;Anlieferzeit;Kundeneigener WE Beleg;DDN live;DDN M@il;DESADV;GLN;EO-ID;F-ID;KAM;"CL
k €";BATconnect Sortiment;"Anzahl
Verkaufsstellen";Vorlauf regulär;"Tender
commitment to 48hrs
leadtime";check;SB bis 16.12.24;Calls pW;"old
Respons.
-10.3.25"
aktiv;;Grocery;Hamberger;;;;;50034803;50034803;50034803;Hamberger Großmarkt Ost GmbH & Co. KG;;Nussbaumweg 7 - 9;6886;Lutherstadt Wittenberg;AnnaS;15 - Sachsen-Anhalt;;DE30;DE57;;;Ja;11:00:00;48er;Tel;;0;01;;X;;;;Nein;Nein;;;;no;;;;;;;06:00 - 14:30;;;;;4051653356;QCBDR+1DE129875;QCBDR<1DE129875761870;Marco Pfarr;;;;;;;MH;1;MR
aktiv;;Grocery;Hamberger;;;;;50034155;50034155;50034155;Hamberger SB-Grossm. GmbH;;Friedenstr. 16;81671;München;Wioletta;09 - Bayern;;DE52;;;;Ja;06:21:00;48er;EDI;wip;0;01;;;;;X;Nein;Nein;;;;no;;;;;;;07:30 - 12:00;;NEIN;;;4304654000000;QCBDR+1DE980071;QCBDR<1DE980071266392;Alexander Weis;;;;;;;CK;1;MH
aktiv;SAP alt 53715390;Grocery;Handelshof;EDEKA;;;;53837684;50114820;53837684;Handelshof Arnsberg GmbH & Co. KG;Betriebsstätte Hagen;Am Ringofen 19;58089;Hagen;MartaR;06 - Hessen;;DE56;;;;Ja;06:21:00;48er;Tel;;02;01;X;;;;;;;;;;no;;;;;;;07:00 - 13:00;;JA;;;4310289000230;QCBDR+1DE168689;QCBDR<1DE168689535399;Johanna Düver;;;;;;;CB;1;AW
aktiv;SAP alt 50070774;Grocery;Handelshof;EDEKA;;;;53837849;50114820;53837849;Handelshof Bocholt GmbH & Co. KG;Betriebsstätte Bocholt;Dingdener Str. 203;46395;Bocholt;MartaR;06 - Hessen;;DE56;;;;Ja;06:21:00;48er;EDI;;02;01;;X;;;;;;;;;no;;;;;;;07:30 - 14:30;;JA;;;4310289000131;QCBDR+1DE168689;QCBDR<1DE168689681813;Johanna Düver;;;;;;;SdS;1;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;SAP alt 50133171;Grocery;Handelshof;EDEKA;;;;53837804;50114820;53837804;Handelshof GmbH & Co. KG;Betriebsstätte Bielefeld;Schelpmilser Weg 24;33609;Bielefeld;MartaR;06 - Hessen;;DE30;Bielefeld;;;Ja;06:21:00;48er;EDI;;02;01;X;;;;;;;;;;no;;;;;;;07:00 - 15:00;;NEIN;;;4310289000223;QCBDR+1DE168689;QCBDR<1DE168689309330;Johanna Düver;;;;;;;CB;1;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;SAP alt 50049917;Grocery;Handelshof;EDEKA;;;;53837801;50114820;53837801;Handelshof GmbH & Co. KG;Betriebsstätte Detmold;Sylbeckestr. 12;32756;Detmold;AnnaS;06 - Hessen;;DE30;Bielefeld;;;Ja;06:21:00;48er;EDI;;02;01;;X;;;;;;;;;no;;;;;;;07:30 - 14:30;;NEIN;;;4310289000216;QCBDR+1DE168689;QCBDR<1DE168689317695;Johanna Düver;;;;;;;CB;1;
aktiv;SAP alt 50068842;Grocery;Handelshof;EDEKA;;;;53837865;50114820;53837865;Handelshof GmbH & Co. KG;Betriebsstätte Hamburg-Harburg;Nartenstr. 31;21079;Hamburg;MartaM;03 - Niedersachsen;;DE54;;;;Ja;06:21:00;48er;EDI;;02;01;X;;;;;;;;;;no;;;;;;;05:00 - 12:00;;NEIN;;;4310289000308;QCBDR+1DE168689;QCBDR<1DE168689429849;Johanna Düver;;;;;;;MH;1;SdS
aktiv;SAP alt 50111217;Grocery;Handelshof;EDEKA;;;;53837702;50114820;53837702;Handelshof GmbH & Co. KG;Betriebsstätte Hamm;Roemerstr. 130;59075;Hamm;MartaR;06 - Hessen;;DE56;;;;Ja;06:21:00;48er;EDI;;02;01;;X;;;;;;;;;no;;;;;;;06:00 - 14:00;;JA;;;4310289000155;QCBDR+1DE168689;QCBDR<1DE168689915189;Johanna Düver;;;;;;;MK;1;MH
aktiv;SAP alt 50069239;Grocery;Handelshof;EDEKA;;;;53837251;50114820;53837251;Handelshof GmbH & Co. KG;Betriebsstätte Lüneburg;Bessemer Str. 11;21339;Lüneburg;Dariusz;04 - Bremen;;DE54;;;;Ja;06:21:00;48er;EDI;;02;01;;X;;X;;;;;;;no;;;;;;;06:00 - 15:00;;NEIN;;;4310289000315;QCBDR+1DE168689;QCBDR<1DE168689622835;Johanna Düver;;;;;;;MK;2;AW
aktiv;SAP alt 50089145;Grocery;Handelshof;EDEKA;;;;53837703;50114820;53837703;Handelshof GmbH & Co. KG;Betriebsstätte Mönchengladbach;Roenneterring 12;41068;Mönchengladbach;Wioletta;06 - Hessen;;DE56;;;;Ja;06:21:00;48er;EDI;;02;01;X;;;;;;;;;;no;;;;;;;08:00 - 14:00;;JA;;;4310289000025;QCBDR+1DE168689;QCBDR<1DE168689878996;Johanna Düver;;;;;;;SdS;1;MH
aktiv;SAP alt 50076984;Grocery;Handelshof;EDEKA;;;;53837851;50114820;53837851;Handelshof GmbH & Co. KG;Betriebsstätte Rheinbach;Kleinanltendorfer Weg 2;53359;Rheinbach;Wioletta;06 - Hessen;;DE56;;;;Ja;06:21:00;48er;EDI;;02;01;X;;;;;;;;;;no;;;;;;;04:00 - 14:30;;JA;;;4310289000278;QCBDR+1DE168689;QCBDR<1DE168689459690;Johanna Düver;;;;;;;AW;1;SdS
aktiv;SAP alt 50075743;Grocery;Handelshof;EDEKA;;;;53837802;50114820;53837802;Handelshof GmbH & Co. KG;Betriebsstätte Rostock;Timmermannsstrat 12;18055;Rostock;AnnaS;13 - Mecklenburg-Vorpommern;;DE53;;;;Ja;06:21:00;48er;EDI;;02;01;;;X;;;;;;;;no;;;;;;;06:00 - 13:00;;NEIN;;;4310289000117;QCBDR+1DE168689;QCBDR<1DE168689983487;Johanna Düver;;;;;;;CD;1;MR
aktiv;SAP alt 50103303;Grocery;Handelshof;EDEKA;;;;53837803;50114820;53837803;Handelshof GmbH & Co. KG;Betriebsstätte Schwerin;Handelsstr. 3;19061;Schwerin;MartaM;15 - Sachsen-Anhalt;;DE54;;;;Ja;06:21:00;48er;EDI;;02;01;;X;;;;;;;;;no;;;;;;;05:00 - 13:00;;NEIN;;;4310289000032;QCBDR+1DE168689;QCBDR<1DE168689095050;Johanna Düver;;;;;;;MH;1;AW
aktiv;SAP alt 50069044;Grocery;Handelshof;EDEKA;;;;53837856;50114820;53837856;Handelshof GmbH & Co. KG;Betriebsstätte Stade;Carl-Benz-Str. 3;21684;Stade;Krystian;04 - Bremen;;DE54;;;;Ja;06:21:00;48er;EDI;;02;01;;;X;;;;;;;;no;;;;;;;07:30 - 14:30;;NEIN;;;4310289000322;QCBDR+1DE168689;QCBDR<1DE168689916958;Johanna Düver;;;;;;;CB;1;SdS
aktiv;SAP alt 50055877;Grocery;Handelshof;EDEKA;;;;53837762;50114820;53837762;Handelshof Haan GmbH & Co. KG;Betriebsstätte Haan;Ginsterweg 14;42781;Haan;Krystian;06 - Hessen;;DE56;;;;Ja;06:21:00;48er;EDI;;02;01;;;X;;;;;;;;no;;;;;;;06:00 - 14:00;;JA;;;4310289000070;QCBDR+1DE168689;QCBDR<1DE168689297382;Johanna Düver;;;;;;;AW;1;CB
aktiv;SAP alt 53715294;Grocery;Handelshof;EDEKA;;;;53837860;50114820;53837860;Handelshof Haan GmbH & Co. KG;Betriebsstätte Ratingen;Daniel-Goldbach-Str. 23;40880;Ratingen;Wioletta;06 - Hessen;;DE56;;;;Ja;06:21:00;48er;EDI;;02;01;;X;;;;;;;;;no;;;;;;;07:00 - 12:00;;JA;;;4310289000087;QCBDR+1DE168689;QCBDR<1DE168689897833;Johanna Düver;;;;;;;CB;1;MH
aktiv;SAP alt 50053283;Grocery;Handelshof;EDEKA;;;;53837855;50114820;53837855;Handelshof Köln GmbH & Co. KG;Betriebsstätte Köln-Müngersdorf;Widdersdorfer Str. 429-431;50933;Köln;Krystian;06 - Hessen;;DE56;;;;Ja;06:21:00;48er;EDI;;02;01;;;X;;;;;;;;no;;;;;;;07:00 - 14:00;;JA;;;4310289000063;QCBDR+1DE168689;QCBDR<1DE168689221853;Johanna Düver;;;;;;;SdS;1;SdS
aktiv;SAP alt 50069981;Grocery;Handelshof;EDEKA;;;;53837859;50114820;53837859;Handelshof Köln GmbH & Co. KG;Betriebsstätte Köln-Poll;Rolshover Str. 229-231;51105;Köln;Krystian;06 - Hessen;;DE56;;;;Ja;06:21:00;48er;EDI;;02;01;X;;;;;;;;;;no;;;;;;;05:00 - 16:00;;JA;;;4310289000056;QCBDR+1DE168689;QCBDR<1DE168689323720;Johanna Düver;;;;;;;SdS;1;SdS
aktiv;50041882;Grocery;Handelshof;EDEKA;;;;53837848;50114820;53837848;Handelshof Köln Stiftung & Co. KG;Betriebsstätte Arnsberg;Wiebelsheidestr. 5;59757;Arnsberg;Krystian;06 - Hessen;;DE56;0;;;Ja;06:21:00;48er;EDI;;02;01;X;;;;;;;;;;no;;;;;;;06:30 - 15:00;;JA;;;4310289000124;QCBDR+1DE168689;QCBDR<1DE168689326161;Johanna Düver;;;;;;;AW;1;CK
aktiv;SAP alt 50085117;Grocery;Handelshof;EDEKA;;;;53837857;50114820;53837857;Handelshof Schwerin GmbH & Co. KG;Betriebsstätte Güstrow;Rostocker Chaussee 7;18273;Güstrow;Dariusz;15 - Sachsen-Anhalt;;DE54;;;;Ja;06:21:00;48er;EDI;;02;01;;X;;;;;;;;;no;;;;;;;07:00 - 14:30;;NEIN;;;4310289000162;QCBDR+1DE168689;QCBDR<1DE168689493085;Johanna Düver;;;;;;;MK;1;AW
inaktiv;;V&WS;Hasenburg;;;;;50034270;50034270;50034270;Ewald Hasenburg;;Sonnenschein 2-3;58339;Breckerfeld;;05 - Nordrhein-Westfalen;;DE56;;;;Nein;06:29:00;48er;Tel;;0;WO;;;X;;;Nein;Nein;;;;no;;;;;;;;;;;;;QCBDR+1DE685861;QCBDR<1DE685861830822;Thorben Krebs;;;;;;;CB;1;CK/MK/MH/AW/SdS/CD/CB/MR
prepayment;Direktbezug ab KW17/2024 /;newChannels;Haypp;;;;;56282471;56282471;56282471;Haypp GmbH;Schmeding & Hoffmann;Max-Brauer-Allee 52;22765;Hamburg;MartaM;02 - Hamburg;;DE11;;;;Ja;06:21:00;48er;EDI;yes;;;X;X;X;X;X;;;;;;no;;;;;;;08:00-14:00;;;;Nein;4031300002308;QCBDR+1DE378616;QCBDR<1DE378616033639;Marko Djuricic;;New Categories/ PRRP (Vuse, glo, neo, veo) + E-Com only Produkte;;;;;MR;5;CK
inaktiv;no order at all/ deletion flag 08/2021;newChannels;Hello Vape;;;;;53685417;53685417;53685417;Hello Vape GmbH;;Kaiserin-Augusta-Allee 101;10553;Berlin;Waleria;11 - Berlin;;DE11;;;;Nein;06:25:00;48er;Fax/Mail;;;;;X;;;;Nein;Nein;;;;no;;;;;;;;;;;;4031300001615;;;Marko Djuricic;;;;;;;CD;1;SdS
inaktiv;ab 01.12.2024 an Hall -> TG Business wird nicht weitergeführt;V&WS;Hermann Ross;;;Tagroko;;50135444;50135774;50135444;Hermann Ross GmbH & Co. KG;;Handwerkstr. 1a;77694;Kehl;;08 - Baden-Württemberg;;DE30;DE59;;;Nein;06:15:00;24er;Fax/Mail;;0;01;X;;X;;X;Nein;Nein;;;;no;;;;;;;;;JA;;;4260298463635;QCBDR+1DE862257;QCBDR<1DE862257290735;Frank Müller;;;;;;;MH;3;CK
inaktiv;ab 01.12.2024 an Hall -> eigenen NL;V&WS;Hermann Ross;;;tabacos;VTG;50135774;50135774;50135774;Hermann Ross GmbH & Co. KG;;Handwerkstr. 1a;77694;Kehl;;08 - Baden-Württemberg;;DE30;DE59;;;Nein;06:11:00;24er;EDI;;X;01;X;;X;;;Nein;Nein;;;;no;;;;;nein;nein;Mo. - Fr. 07:00 - 12:00 + 14:45 - 16:00;;JA;wareneingang@ross-kg.de;;4260298463635;QCBDR+1DE862257;QCBDR<1DE862257290735;Yves Gerard;;;;;;;MH;2;CB
aktiv;;newChannels;HLMH;;;;;53700574;53700574;53700574;HLMH Vertrieb UG (haftungsbeschrä.);Rauchershop.eu;Großbeerenstr. 169-171;12277;Berlin;Wioletta;11 - Berlin;;DE11;;;;Ja;06:21:00;48er;EDI;yes;;;X;X;X;X;X;;;;;;no;;;;;;;08:00-14:00;;;;;4031300001530;;;Marko Djuricic;;New Categories/ PRRP (Vuse, glo, neo, veo) + E-Com only Produkte;;;;;CK;5;MH
deleted;Löschung bestätigt am 31.08.;newChannels;HoV;;;;;54116547;54116547;54116547;House of Vape;;;;;;01 - Schleswig-Holstein;;DE11;;;;Nein;06:21:00;48er;Fax/Mail;;;;X;;;;;;;Das KN Handlingetikett muss vor Anlieferung entfernt werden“;;;no;;;;;;;;;;;;439990195625;;;Marko Djuricic;;;;;;;CK;1;
aktiv;ordert ca alle zwei Monate;V&WS;Huber;;;;;50035229;50035229;50035229;Max Huber;;Kirchenstr. 8;86476;Neuburg;Waleria;09 - Bayern;;DE52;;;;Ja;06:29:00;48er;Tel;pot yes;0;01;;X;;;;Nein;Nein;;;;no;;;;;;;08:00 - 10:30;;NEIN;;;4031300001325;QCBDR+1DE227604;QCBDR<1DE227604116013;Thorben Krebs;;;;;;;CK;1;SdS
aktiv;;V&WS;Huissel;;;Tagroko;;50035398;50034577;50035398;Huissel Tabak GmbH;;Ferd.-Porsche-Str. 6;71154;Nufringen;Wioletta;08 - Baden-Württemberg;;DE30;DE59;;;Nein;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;;;;;;;06:30 - 07:30;;JA;;JA;4399901095458;QCBDR+1DE367691;QCBDR<1DE367691914750;Gregor Radden;;;;;;;MH;5;MR
aktiv;;V&WS;Huissel;;;DTV;;50034577;50034577;50034577;Huissel Tabak GmbH;;Ferd.-Porsche-Str. 6;71154;Nufringen;Wioletta;08 - Baden-Württemberg;;DE30;DE59;;;Ja;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;;;;;rampenfähiges Fahrzeug;ja;07:00 - 14:00 Uhr;;JA;;JA;4399901095458;QCBDR+1DE367691;QCBDR<1DE367691914750;Gregor Radden;;;;48er;no;;MH;5;CK
aktiv;keine GLN in SAP=keine RE Versand;V&WS;Huissel;;SAR;;;53698882;50034577;53698882;Huissel Tabak GmbH c/o KN Stuttgart;;KN Stuttgart;;Nufringen;;08 - Baden-Württemberg;;DE59;DE59;;;Nein;;;;;;;;;;;;Nein;Nein;;;;no;;;;;;;;;;;;40313001301;QCBDR+1DE367691;QCBDR<1DE367691914750;Gregor Radden;;;;;;;;0;CK
inaktiv;Direktbezug nur Aktionsbezogen;V&WS;Inter Tabak;;;;;50034355;50034355;50034355;Inter Tabak GmbH;;Brunnenstr. 84;13355;Berlin;AnnaS;11 - Berlin;;DE53;;;;Nein;06:21:00;48er;EDI;yes;0;01;X;;X;;;Nein;Nein;;;;no;;;;;;;;;JA;;;4031300001523;QCBDR+1DE928730;QCBDR<1DE928730602866;Thorben Krebs;;;;;;;CD;2;CK
inaktiv;seit 01/2022 keine Bestellung;V&WS;JACO;;;;;50035377;50035377;50035377;JACO Service GmbH;;Mühlenkamp 6;38442;Wolfsburg;;03 - Niedersachsen;;DE30;HAJ;;;Nein;06:19:00;24er;Tel;pot yes;0;01;;;X;;;Nein;Nein;;;;no;;;;;;;;;;;;;QCBDR+1DE184566;QCBDR<1DE184566647097;Thorben Krebs;;;;;;;MR;1;
aktiv;;V&WS;Jakobs;;;Tagroko;;50034932;50035462;50034932;Großhandel Jakobs GmbH;;Borsigstr. 72;52525;Heinsberg;MartaR;05 - Nordrhein-Westfalen;;DE56;;;;Nein;06:11:00;24er;EDI;;X;01;;;X;;;Nein;Nein;;;;no;;;;;;;08:00 - 11:00;;JA;;;4260298463680;QCBDR+1DE445807;QCBDR<1DE445807597442;Frank Müller;;;;;;;CB;1;CK
aktiv;;V&WS;Jakobs;;;tabacos;VTG;50035462;50035462;50035462;Großhandel Jakobs GmbH;;Borsigstr. 72;52525;Heinsberg;MartaR;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;EDI;;X;01;;;X;;;Nein;Nein;;;;no;;;;;;;08:00 - 11:00;;JA;;;4260298463680;QCBDR+1DE445807;QCBDR<1DE445807597442;Yves Gerard;;;;;;;CB;1;SdS
aktiv;;V&WS;Junk;;;Tagroko;;50035394;50035394;50035394;Junk GmbH (TAGROKO);;Ottostr. 6;31789;Hameln;MartaM;03 - Niedersachsen;;DE30;HAJ;;;Ja;06:19:00;24er;Tel;pot yes;0;01;;X;;;;Nein;Nein;;;;no;;;;yes;;;10:30 - 12:00;;NEIN;;;4031300001004;QCBDR+1DE352519;QCBDR<1DE352519174318;Frank Müller;;;;24er;no;;MR;1;CK
aktiv;Direktbezug ab KW10/2024 / aka Tabakguru;newChannels;K&P;;;;;56282001;56282001;56282001;K & P Handels Gmbh;;Berliner Straße 47;76185;Karlsruhe;Krystian;08 - Baden-Württemberg;;DE30;;;;Ja;06:21:00;48er;EDI;yes;;;;;;;X;;;;;;no;;;;;;;08:00-14:00;;;;;4251917500008;QCBDR+1DE771297;QCBDR<1DE771297899066;Anton Lehthaus;;New Categories/ PRRP (Vuse, glo, neo, veo) + E-Com only Produkte;;;;;SdS;1;SdS
aktiv;;V&WS;Kähler;;;Tagroko;;50034771;50034490;50034771;Tabakwaren Kähler GmbH;;Justus-von-Liebig-Str. 5;21629;Neu Wulmstorf;Dariusz;03 - Niedersachsen;;DE54;;;;Nein;06:11:00;24er;EDI;;X;01;X;;;X;;Nein;Nein;;;;no;yes;;;yes;;;06:00 - 6:30;;JA;;;4260298463697;QCBDR+1DE758964;QCBDR<1DE758964158834;Thorben Krebs;;;;;;;MR;2;MH
aktiv;;V&WS;Kähler;;;tabacos;;50034490;50034490;50034490;Tabakwaren Kähler GmbH;;Justus-von-Liebig-Str. 5;21629;Neu Wulmstorf;Dariusz;03 - Niedersachsen;;DE54;;;;Ja;06:11:00;24er;EDI;;X;01;X;;;X;;Nein;Nein;;;;no;yes;;;yes;;;07:00:00;;JA;;;4260298463697;QCBDR+1DE758964;QCBDR<1DE758964158834;Thorben Krebs;;;;24er;no;;MR;2;CK
aktiv;;V&WS;Kaiser;;;Tagroko;;50034975;50034536;50034975;Uwe Kaiser GmbH;;Schneesch 5;25474;Ellerbek;Dariusz;01 - Schleswig-Holstein;;DE54;;;;Nein;06:11:00;24er;EDI;;X;01;X;;X;;;Nein;Nein;;;;no;;;;;;;06:00 - 10:00;;JA;;;4260298463581;QCBDR+1DE727852;QCBDR<1DE727852535137;Thorben Krebs;;;;;;;MR;2;MH
aktiv;;V&WS;Kaiser;;;tabacos;;50034536;50034536;50034536;Uwe Kaiser GmbH;;Schneesch 5;25474;Ellerbek;Dariusz;01 - Schleswig-Holstein;;DE54;;;;Ja;06:11:00;24er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;;;;;;;07:30:00;;JA;;;4260298463581;QCBDR+1DE727852;QCBDR<1DE727852535137;Thorben Krebs;;;;24er;no;;MR;5;CB
inaktiv;kein Direktbezug / nur Strecke;V&WS;Kampmann;;;;;50034098;50034098;50034098;N. Kampmann;Tabakw.-Grosshandel GmbH;Herbeckeweg 5;59755;Arnsberg;;05 - Nordrhein-Westfalen;;DE56;;;;Nein;13:00:00;48er;Tel;;2;01;;;;X;;Nein;Nein;;;;no;;;;;;;;;;;;4260298463550;QCBDR+1DE372825;QCBDR<1DE372825242825;Thorben Krebs;;;;;;;;1;CB
aktiv;;V&WS;Karl Ehmann;;;;VTG;50034715;50034715;50034715;Karl Ehmann GmbH & Co KG;;Erlbacher Str. 111;91541;Rothenburg;Wioletta;18 - Bayern ohne MariaHimmelfahrt;;DE52;TSP Nürnberg;;;Ja;06:21:00;48er;EDI;yes;0;01;;X;;X;;Nein;Nein;;;;no;;;;;;;07:00 - 9:00;;JA;brandlotto@ehmann-tabak.de;;4031300001301;QCBDR+1DE908181;QCBDR<1DE908181174187;Yves Gerard;;;;;;;CK;2;CK
aktiv;;V&WS;Karl Ehmann;;;Tagroko;;50034148;50034715;50034148;Karl Ehmann GmbH & Co KG;;Erlbacher Str. 111;91541;Rothenburg;Wioletta;18 - Bayern ohne MariaHimmelfahrt;;DE52;TSP Nürnberg;;;Nein;06:21:00;48er;EDI;yes;0;01;;X;;X;;Nein;Nein;;;;no;;;;;;;07:00 - 9:00;;;brandlotto@ehmann-tabak.de;;4031300001301;QCBDR+1DE908181;QCBDR<1DE908181174187;Frank Müller;;;;;;;CK;2;MR
aktiv;ab 01.09. Order per BATconnect/hart umgestellt ab LT 19.03.;V&WS;Karl Strack;;;;;50034906;50034906;50034906;Karl Strack;;Ederstr. 47;57319;Bad Berleburg;Krystian;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:21:00;48er;EDI;yes;0;WE;;X;;;;Nein;Nein;;;;no;;;;;;;08:00 - 9:00;;JA;;;4031300001547;QCBDR+1DE537332;QCBDR<1DE537332256582;Thorben Krebs;;;;;;;CB;1;MH
aktiv;;Grocery;Klaas + Kock;;;;;50034985;50034985;50034985;Klaas + Kock;;Ochtruper Str. 165;48599;Gronau;Krystian;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:25:00;48er;Fax/Mail;;0;01;X;;;;;Nein;Nein;;;;yes;;;;;;;ZF Buchung;;NEIN;;;426025622300;QCBDR+1DE225269;QCBDR<1DE225269209742;Erik Listemann;;;;;;;SdS;1;CB
aktiv;;V&WS;Klömpkes;;;Tagroko;;50035378;50035381;50035378;Heinrich Klömpkes Tabakwaren;;Ennsstr. 20;47809;Krefeld;MartaR;05 - Nordrhein-Westfalen;;DE56;;;;Nein;06:25:00;48er;Fax/Mail;;0;01;X;;;X;;Nein;Nein;;;;no;;;;;;;06:30 - 9:00;;JA;;;4260298463505;QCBDR+1DE772370;QCBDR<1DE772370597480;Joachim Götzelmann;;;;;;;CB;2;MK
aktiv;;V&WS;Klömpkes;;;tabacos;;50035381;50035381;50035381;Klömpkes Tabakwaren;;Ennsstr. 20;47809;Krefeld;MartaR;05 - Nordrhein-Westfalen;;DE56;;;;Ja;06:25:00;48er;Fax/Mail;;0;01;X;;;X;;Nein;Nein;;;;no;;;;;;;06:30 - 9:00;;JA;;;4260298463505;QCBDR+1DE772370;QCBDR<1DE772370597480;Joachim Götzelmann;;;;;;;CB;2;CK
aktiv;;Grocery;Lekkerland;REWE;;Tagroko;;50035261;50114811;50035261;Lekkerland SE;NL 16;Im Lekkerland;85391;Allershausen;Waleria;09 - Bayern;;DE52;;;;Nein;06:11:00;48er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;summarzied;;;;;;06:30 - 7:00;;JA;;JA;4008816000005;QCBDR+1DE891800;QCBDR<1DE891800438385;Antje Hein;;;;;;;CK;5;MH
aktiv;ab LT 13.05.2025 48hrs leadtime;Grocery;Lekkerland;REWE;München;;;50034034;50114811;50033853;Lekkerland SE;NL 16;Im Lekkerland;85391;Allershausen;Waleria;09 - Bayern;;DE52;;;;Ja;06:21:00;48er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;summarzied;;;;;;07:00-11:00;;JA;;JA;4008816000005;QCBDR+1DE891800;QCBDR<1DE891800438385;Antje Hein;;;;;;;CK;5;MH
inaktiv;abweichendes Zahlungsziel;Grocery;Lekkerland;REWE;SAR;;;53689610;50114811;53689610;Lekkerland SE;NL 16;Im Lekkerland;85391;Allershausen;;;;DE52;;;;Nein;;;;;;;;;;;;Nein;Nein;;;;no;;;;;;;;;JA;;;;;;Antje Hein;;;;;;;;0;MR
aktiv;ab LT 13.05.2025 48hrs leadtime;Grocery;Lekkerland;REWE;Mannheim;;;50034643;50114811;50035002;Lekkerland SE;NL 12;Auf dem Wörth 3;67240;Bobenheim;MartaM;07 - Rheinland-Pfalz;;DE58;;;;Ja;06:21:00;48er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;summarzied;;;;ja;;06:00 -13:00;;JA;;JA;4008808000006;QCBDR+1DE891800;QCBDR<1DE891800030132;Antje Hein;;;;;;;SdS;5;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;;Grocery;Lekkerland;REWE;;Tagroko;;50034027;50114811;50034027;Lekkerland SE;NL 12;Auf dem Wörth 3;67240;Bobenheim;MartaM;07 - Rheinland-Pfalz;;DE58;;;;Nein;06:11:00;48er;EDI;;X;01;;;;X;;Nein;Nein;;;;no;summarzied;;;;;;07:00:00;;JA;;JA;4008808000006;QCBDR+1DE891800;QCBDR<1DE891800030132;Antje Hein;;;;;;;SdS;1;CK/MK/MH/AW/SdS/CD/CB/MR
inaktiv;abweichendes Zahlungsziel;Grocery;Lekkerland;REWE;SAR;;;53689494;50114811;53689494;Lekkerland SE;NL 12;Auf dem Wörth 3;67240;Bobenheim;;;;DE58;;;;Nein;;;;;;;;;;;;Nein;Nein;;;;no;;;;;;;;;JA;;;;;;Antje Hein;;;;;;;;0;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;ab LT 13.05.2025 48hrs leadtime;Grocery;Lekkerland;REWE;Leipzig/Chemnitz;;;50034070;50114811;50034493;Lekkerland SE;NL 23;Gewerbepark Ost Hausnr. 5;4552;Borna;AnnaS;14 - Sachsen;;DE30;DE57;;;Ja;06:21:00;48er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;summarzied;;;;ja;ja;07:00-11:00;;JA;borna.wareneingang.tabak@lekkerland.com;JA;4008823000005;QCBDR+1DE891800;QCBDR<1DE891800706353;Antje Hein;;;;;;;MH;5;CK/MK/MH/AW/SdS/CD/CB/MR
aktiv;;Grocery;Lekkerland;REWE;;Tagroko;;50034133;50114811;50034133;Lekkerland SE;NL 23;Gewerbepark Ost Hausnr. 5;4552;Borna;AnnaS;14 - Sachsen;;DE30;DE57;;;Nein;06:11:00;48er;EDI;;X;01;X;X;X;X;X;Nein;Nein;;;;no;summarzied;;;;;;07:00 - 09:30;;JA;;JA;4008823000005;QCBDR+1DE891800;QCBDR<1DE891800706353;Antje Hein;;;;;;;MH;5;CK/MK/MH/AW/SdS/CD/CB/MR
inaktiv;abweichendes Zahlungsziel;Grocery;Lekkerland;REWE;SAR;;;53689605;50114811;53689605;Lekkerland SE;NL 23;Gewerbepark Ost Hausnr. 5;4552;Borna;;;;DE30;DE57;;;Nein;;;;;;;;;;;;Nein;Nein;;;;no;;;;;;;;;JA;;;;;;Antje Hein;;;;;;;;0;CK/MK/MH/AW/SdS/CD/CB/MR
